,img_idx,age_label,age_cat,gender_label,ethnicity_label,gender,ethnicity,age,data_file
20756,data/utk_face/images/17_0_0_20170116205532920.jpg.chip.jpg,3,15-30,0,0,male,white,17,utk_face
20699,data/utk_face/images/32_0_2_20170116180704767.jpg.chip.jpg,4,31-40,0,2,male,asian,32,utk_face
905,data/utk_face/images/34_1_4_20170103230444089.jpg.chip.jpg,4,31-40,1,4,female,other,34,utk_face
17370,data/utk_face/images/3_1_3_20161219225423312.jpg.chip.jpg,1,3-6,1,3,female,indian,3,utk_face
17991,data/utk_face/images/18_1_3_20170104221918414.jpg.chip.jpg,3,15-30,1,3,female,indian,18,utk_face
14869,data/utk_face/images/78_0_1_20170117195212700.jpg.chip.jpg,6,66-116,0,1,male,black,78,utk_face
15411,data/utk_face/images/1_1_0_20170109193455503.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
2641,data/utk_face/images/54_1_0_20170117191408330.jpg.chip.jpg,5,41-65,1,0,female,white,54,utk_face
3481,data/utk_face/images/70_0_0_20170117171634067.jpg.chip.jpg,6,66-116,0,0,male,white,70,utk_face
22548,data/utk_face/images/18_1_2_20170114030739228.jpg.chip.jpg,3,15-30,1,2,female,asian,18,utk_face
8299,data/utk_face/images/60_0_0_20170117192002666.jpg.chip.jpg,5,41-65,0,0,male,white,60,utk_face
16509,data/utk_face/images/29_1_2_20170104020624587.jpg.chip.jpg,3,15-30,1,2,female,asian,29,utk_face
14934,data/utk_face/images/68_0_0_20170117184556032.jpg.chip.jpg,6,66-116,0,0,male,white,68,utk_face
1936,data/utk_face/images/30_1_2_20170116162039101.jpg.chip.jpg,3,15-30,1,2,female,asian,30,utk_face
18785,data/utk_face/images/54_0_0_20170120223258396.jpg.chip.jpg,5,41-65,0,0,male,white,54,utk_face
4180,data/utk_face/images/34_0_3_20170119175413876.jpg.chip.jpg,4,31-40,0,3,male,indian,34,utk_face
19442,data/utk_face/images/24_1_3_20170119171035080.jpg.chip.jpg,3,15-30,1,3,female,indian,24,utk_face
13835,data/utk_face/images/51_0_0_20170105173555117.jpg.chip.jpg,5,41-65,0,0,male,white,51,utk_face
21632,data/utk_face/images/38_0_1_20170116003732637.jpg.chip.jpg,4,31-40,0,1,male,black,38,utk_face
17853,data/utk_face/images/35_0_0_20170117120013930.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
5188,data/utk_face/images/44_0_4_20170103235250676.jpg.chip.jpg,5,41-65,0,4,male,other,44,utk_face
15318,data/utk_face/images/41_0_1_20170117173648607.jpg.chip.jpg,5,41-65,0,1,male,black,41,utk_face
2523,data/utk_face/images/32_1_4_20170105164210618.jpg.chip.jpg,4,31-40,1,4,female,other,32,utk_face
5762,data/utk_face/images/38_0_3_20170117142039804.jpg.chip.jpg,4,31-40,0,3,male,indian,38,utk_face
5366,data/utk_face/images/30_1_0_20170117143933875.jpg.chip.jpg,3,15-30,1,0,female,white,30,utk_face
23095,data/utk_face/images/7_0_0_20170110225126086.jpg.chip.jpg,2,7-14,0,0,male,white,7,utk_face
22149,data/utk_face/images/26_1_2_20170116175323304.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
11329,data/utk_face/images/58_1_1_20170117194006047.jpg.chip.jpg,5,41-65,1,1,female,black,58,utk_face
13726,data/utk_face/images/65_1_1_20170117010316709.jpg.chip.jpg,5,41-65,1,1,female,black,65,utk_face
23697,data/utk_face/images/22_0_0_20170119150313790.jpg.chip.jpg,3,15-30,0,0,male,white,22,utk_face
11989,data/utk_face/images/26_1_1_20170113012111272.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
21338,data/utk_face/images/58_0_0_20170113185354432.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
20748,data/utk_face/images/1_1_3_20161219224553880.jpg.chip.jpg,0,0-2,1,3,female,indian,1,utk_face
16468,data/utk_face/images/65_0_0_20170104213523774.jpg.chip.jpg,5,41-65,0,0,male,white,65,utk_face
16952,data/utk_face/images/26_0_4_20170117154446109.jpg.chip.jpg,3,15-30,0,4,male,other,26,utk_face
4445,data/utk_face/images/35_0_2_20170116182734834.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
8773,data/utk_face/images/24_1_0_20170117150538420.jpg.chip.jpg,3,15-30,1,0,female,white,24,utk_face
21404,data/utk_face/images/43_0_0_20170117155057555.jpg.chip.jpg,5,41-65,0,0,male,white,43,utk_face
19779,data/utk_face/images/26_0_0_20170116193305807.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
20360,data/utk_face/images/26_1_0_20170116193313554.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
19531,data/utk_face/images/2_0_3_20161219224627007.jpg.chip.jpg,0,0-2,0,3,male,indian,2,utk_face
22937,data/utk_face/images/2_0_4_20161221192934773.jpg.chip.jpg,0,0-2,0,4,male,other,2,utk_face
23435,data/utk_face/images/21_1_2_20170116171507249.jpg.chip.jpg,3,15-30,1,2,female,asian,21,utk_face
1417,data/utk_face/images/26_1_2_20170116180131010.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
22341,data/utk_face/images/35_1_0_20170113001639849.jpg.chip.jpg,4,31-40,1,0,female,white,35,utk_face
20648,data/utk_face/images/29_1_0_20170117130631165.jpg.chip.jpg,3,15-30,1,0,female,white,29,utk_face
5988,data/utk_face/images/23_1_0_20170117145105755.jpg.chip.jpg,3,15-30,1,0,female,white,23,utk_face
10321,data/utk_face/images/7_1_2_20161219160329535.jpg.chip.jpg,2,7-14,1,2,female,asian,7,utk_face
21203,data/utk_face/images/90_0_0_20170111211402785.jpg.chip.jpg,6,66-116,0,0,male,white,90,utk_face
20994,data/utk_face/images/55_1_3_20170119175053900.jpg.chip.jpg,5,41-65,1,3,female,indian,55,utk_face
11304,data/utk_face/images/26_0_3_20170119184256959.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
8239,data/utk_face/images/1_1_2_20161219221253335.jpg.chip.jpg,0,0-2,1,2,female,asian,1,utk_face
22961,data/utk_face/images/26_0_3_20170119181200723.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
19443,data/utk_face/images/26_0_1_20170116193350792.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
6849,data/utk_face/images/35_0_2_20170116182409965.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
6606,data/utk_face/images/18_1_0_20170109212914272.jpg.chip.jpg,3,15-30,1,0,female,white,18,utk_face
15140,data/utk_face/images/29_0_1_20170115235536036.jpg.chip.jpg,3,15-30,0,1,male,black,29,utk_face
18630,data/utk_face/images/75_0_0_20170111210950605.jpg.chip.jpg,6,66-116,0,0,male,white,75,utk_face
2674,data/utk_face/images/30_0_2_20170116173645203.jpg.chip.jpg,3,15-30,0,2,male,asian,30,utk_face
16798,data/utk_face/images/22_1_3_20161220222350986.jpg.chip.jpg,3,15-30,1,3,female,indian,22,utk_face
8882,data/utk_face/images/1_0_3_20161220220040611.jpg.chip.jpg,0,0-2,0,3,male,indian,1,utk_face
16571,data/utk_face/images/25_0_1_20170113133616655.jpg.chip.jpg,3,15-30,0,1,male,black,25,utk_face
15970,data/utk_face/images/18_0_0_20170117193153029.jpg.chip.jpg,3,15-30,0,0,male,white,18,utk_face
20201,data/utk_face/images/68_1_0_20170109221126838.jpg.chip.jpg,6,66-116,1,0,female,white,68,utk_face
16521,data/utk_face/images/26_1_1_20170113135610650.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
23179,data/utk_face/images/7_0_0_20170110215603860.jpg.chip.jpg,2,7-14,0,0,male,white,7,utk_face
3255,data/utk_face/images/32_1_0_20170104204331019.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
4247,data/utk_face/images/22_1_2_20170116172613537.jpg.chip.jpg,3,15-30,1,2,female,asian,22,utk_face
1241,data/utk_face/images/26_1_2_20170116183837275.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
15141,data/utk_face/images/24_0_0_20170117143518024.jpg.chip.jpg,3,15-30,0,0,male,white,24,utk_face
17217,data/utk_face/images/28_1_2_20170104020939196.jpg.chip.jpg,3,15-30,1,2,female,asian,28,utk_face
19760,data/utk_face/images/25_1_1_20170117164610754.jpg.chip.jpg,3,15-30,1,1,female,black,25,utk_face
17045,data/utk_face/images/22_0_2_20170116165407686.jpg.chip.jpg,3,15-30,0,2,male,asian,22,utk_face
15194,data/utk_face/images/61_0_0_20170117185746790.jpg.chip.jpg,5,41-65,0,0,male,white,61,utk_face
18840,data/utk_face/images/25_0_1_20170113145615148.jpg.chip.jpg,3,15-30,0,1,male,black,25,utk_face
14231,data/utk_face/images/30_0_0_20170117142917573.jpg.chip.jpg,3,15-30,0,0,male,white,30,utk_face
1380,data/utk_face/images/33_1_1_20170115234946456.jpg.chip.jpg,4,31-40,1,1,female,black,33,utk_face
16359,data/utk_face/images/29_0_1_20170117095002119.jpg.chip.jpg,3,15-30,0,1,male,black,29,utk_face
21705,data/utk_face/images/26_1_4_20170117200341157.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
12636,data/utk_face/images/31_1_1_20170113012712161.jpg.chip.jpg,4,31-40,1,1,female,black,31,utk_face
12170,data/utk_face/images/25_1_0_20170117143946804.jpg.chip.jpg,3,15-30,1,0,female,white,25,utk_face
4203,data/utk_face/images/29_0_2_20170116163545392.jpg.chip.jpg,3,15-30,0,2,male,asian,29,utk_face
12054,data/utk_face/images/31_1_4_20170103230411344.jpg.chip.jpg,4,31-40,1,4,female,other,31,utk_face
18968,data/utk_face/images/18_1_0_20170109213623055.jpg.chip.jpg,3,15-30,1,0,female,white,18,utk_face
20025,data/utk_face/images/96_1_0_20170110182019881.jpg.chip.jpg,6,66-116,1,0,female,white,96,utk_face
21886,data/utk_face/images/35_0_0_20170116174756926.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
6106,data/utk_face/images/31_0_0_20170117135213674.jpg.chip.jpg,4,31-40,0,0,male,white,31,utk_face
545,data/utk_face/images/41_1_0_20170116235150272.jpg.chip.jpg,5,41-65,1,0,female,white,41,utk_face
22726,data/utk_face/images/17_0_0_20170110232044494.jpg.chip.jpg,3,15-30,0,0,male,white,17,utk_face
17517,data/utk_face/images/32_0_2_20170104170708615.jpg.chip.jpg,4,31-40,0,2,male,asian,32,utk_face
9855,data/utk_face/images/31_0_3_20170104220255896.jpg.chip.jpg,4,31-40,0,3,male,indian,31,utk_face
3468,data/utk_face/images/26_0_0_20170120134635670.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
15224,data/utk_face/images/30_1_4_20170117092306526.jpg.chip.jpg,3,15-30,1,4,female,other,30,utk_face
2829,data/utk_face/images/23_1_2_20170116173201790.jpg.chip.jpg,3,15-30,1,2,female,asian,23,utk_face
22542,data/utk_face/images/66_0_2_20170111205753656.jpg.chip.jpg,6,66-116,0,2,male,asian,66,utk_face
7788,data/utk_face/images/29_1_3_20170104235317706.jpg.chip.jpg,3,15-30,1,3,female,indian,29,utk_face
23695,data/utk_face/images/50_0_0_20170104212118221.jpg.chip.jpg,5,41-65,0,0,male,white,50,utk_face
19757,data/utk_face/images/38_1_0_20170104192820567.jpg.chip.jpg,4,31-40,1,0,female,white,38,utk_face
8786,data/utk_face/images/18_1_0_20170109212756182.jpg.chip.jpg,3,15-30,1,0,female,white,18,utk_face
16186,data/utk_face/images/45_0_0_20170117172543924.jpg.chip.jpg,5,41-65,0,0,male,white,45,utk_face
1282,data/utk_face/images/26_0_3_20170119183851623.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
1883,data/utk_face/images/21_1_1_20170114030239115.jpg.chip.jpg,3,15-30,1,1,female,black,21,utk_face
19870,data/utk_face/images/28_0_2_20170116190154379.jpg.chip.jpg,3,15-30,0,2,male,asian,28,utk_face
19980,data/utk_face/images/22_1_0_20170109213850161.jpg.chip.jpg,3,15-30,1,0,female,white,22,utk_face
6110,data/utk_face/images/28_1_3_20170104223216158.jpg.chip.jpg,3,15-30,1,3,female,indian,28,utk_face
5796,data/utk_face/images/65_0_3_20170119164246893.jpg.chip.jpg,5,41-65,0,3,male,indian,65,utk_face
2873,data/utk_face/images/26_1_2_20170116184443484.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
2159,data/utk_face/images/29_1_1_20170103181030152.jpg.chip.jpg,3,15-30,1,1,female,black,29,utk_face
876,data/utk_face/images/51_0_0_20170120222842138.jpg.chip.jpg,5,41-65,0,0,male,white,51,utk_face
5103,data/utk_face/images/24_0_1_20170115231442487.jpg.chip.jpg,3,15-30,0,1,male,black,24,utk_face
23543,data/utk_face/images/37_0_1_20170116193848620.jpg.chip.jpg,4,31-40,0,1,male,black,37,utk_face
12027,data/utk_face/images/26_0_4_20170117200025445.jpg.chip.jpg,3,15-30,0,4,male,other,26,utk_face
1220,data/utk_face/images/11_1_0_20170109204833458.jpg.chip.jpg,2,7-14,1,0,female,white,11,utk_face
5200,data/utk_face/images/69_0_0_20170111200942998.jpg.chip.jpg,6,66-116,0,0,male,white,69,utk_face
22127,data/utk_face/images/28_0_3_20170119194805417.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
6920,data/utk_face/images/26_0_1_20170113151645856.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
9881,data/utk_face/images/90_1_0_20170120225831522.jpg.chip.jpg,6,66-116,1,0,female,white,90,utk_face
3756,data/utk_face/images/31_1_1_20170116222821659.jpg.chip.jpg,4,31-40,1,1,female,black,31,utk_face
17202,data/utk_face/images/32_0_2_20170105162228515.jpg.chip.jpg,4,31-40,0,2,male,asian,32,utk_face
22241,data/utk_face/images/26_1_1_20170116233457700.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
4306,data/utk_face/images/37_1_1_20170116224921695.jpg.chip.jpg,4,31-40,1,1,female,black,37,utk_face
4671,data/utk_face/images/24_1_2_20170116174503300.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
23425,data/utk_face/images/24_1_1_20170115234948897.jpg.chip.jpg,3,15-30,1,1,female,black,24,utk_face
9250,data/utk_face/images/24_0_2_20170116170629539.jpg.chip.jpg,3,15-30,0,2,male,asian,24,utk_face
18002,data/utk_face/images/70_1_0_20170117172444338.jpg.chip.jpg,6,66-116,1,0,female,white,70,utk_face
21415,data/utk_face/images/25_0_3_20170119171147449.jpg.chip.jpg,3,15-30,0,3,male,indian,25,utk_face
16672,data/utk_face/images/31_1_3_20170117170731113.jpg.chip.jpg,4,31-40,1,3,female,indian,31,utk_face
13253,data/utk_face/images/36_0_2_20170116191926914.jpg.chip.jpg,4,31-40,0,2,male,asian,36,utk_face
23085,data/utk_face/images/51_0_0_20170117130112885.jpg.chip.jpg,5,41-65,0,0,male,white,51,utk_face
21946,data/utk_face/images/34_0_3_20170119183347270.jpg.chip.jpg,4,31-40,0,3,male,indian,34,utk_face
15676,data/utk_face/images/34_0_0_20170104170059137.jpg.chip.jpg,4,31-40,0,0,male,white,34,utk_face
3371,data/utk_face/images/48_0_1_20170117173143196.jpg.chip.jpg,5,41-65,0,1,male,black,48,utk_face
20084,data/utk_face/images/19_1_0_20170103175610671.jpg.chip.jpg,3,15-30,1,0,female,white,19,utk_face
17166,data/utk_face/images/18_0_1_20170113135429329.jpg.chip.jpg,3,15-30,0,1,male,black,18,utk_face
9430,data/utk_face/images/1_1_2_20161219212514021.jpg.chip.jpg,0,0-2,1,2,female,asian,1,utk_face
11890,data/utk_face/images/22_0_1_20170116144518064.jpg.chip.jpg,3,15-30,0,1,male,black,22,utk_face
7584,data/utk_face/images/26_0_1_20170113155124217.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
21616,data/utk_face/images/75_0_0_20170120224003940.jpg.chip.jpg,6,66-116,0,0,male,white,75,utk_face
22906,data/utk_face/images/22_1_0_20170105002545990.jpg.chip.jpg,3,15-30,1,0,female,white,22,utk_face
5766,data/utk_face/images/21_0_1_20170113145729669.jpg.chip.jpg,3,15-30,0,1,male,black,21,utk_face
22305,data/utk_face/images/4_1_4_20161223230002625.jpg.chip.jpg,1,3-6,1,4,female,other,4,utk_face
7220,data/utk_face/images/53_1_0_20170108224819091.jpg.chip.jpg,5,41-65,1,0,female,white,53,utk_face
11623,data/utk_face/images/27_0_2_20170119193332498.jpg.chip.jpg,3,15-30,0,2,male,asian,27,utk_face
9414,data/utk_face/images/35_0_3_20170117182832156.jpg.chip.jpg,4,31-40,0,3,male,indian,35,utk_face
3126,data/utk_face/images/42_0_0_20170116205352497.jpg.chip.jpg,5,41-65,0,0,male,white,42,utk_face
14978,data/utk_face/images/12_1_0_20170109200926532.jpg.chip.jpg,2,7-14,1,0,female,white,12,utk_face
23683,data/utk_face/images/52_0_0_20170104211941860.jpg.chip.jpg,5,41-65,0,0,male,white,52,utk_face
6917,data/utk_face/images/26_0_0_20170117000343982.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
22899,data/utk_face/images/26_0_0_20170113210126743.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
10876,data/utk_face/images/25_0_3_20170119144603197.jpg.chip.jpg,3,15-30,0,3,male,indian,25,utk_face
14448,data/utk_face/images/2_1_2_20161219142234096.jpg.chip.jpg,0,0-2,1,2,female,asian,2,utk_face
23624,data/utk_face/images/71_0_1_20170111222525552.jpg.chip.jpg,6,66-116,0,1,male,black,71,utk_face
8332,data/utk_face/images/25_1_3_20170109134902771.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
20421,data/utk_face/images/86_1_2_20170120230217673.jpg.chip.jpg,6,66-116,1,2,female,asian,86,utk_face
19250,data/utk_face/images/26_1_3_20170117174047894.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
8145,data/utk_face/images/52_1_0_20170109132305364.jpg.chip.jpg,5,41-65,1,0,female,white,52,utk_face
11093,data/utk_face/images/58_0_1_20170117193003224.jpg.chip.jpg,5,41-65,0,1,male,black,58,utk_face
16312,data/utk_face/images/62_0_0_20170104185145582.jpg.chip.jpg,5,41-65,0,0,male,white,62,utk_face
7026,data/utk_face/images/26_1_0_20170113210605016.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
19350,data/utk_face/images/36_1_1_20170112235957860.jpg.chip.jpg,4,31-40,1,1,female,black,36,utk_face
4593,data/utk_face/images/1_1_3_20161220144435607.jpg.chip.jpg,0,0-2,1,3,female,indian,1,utk_face
5453,data/utk_face/images/8_1_0_20170109194048333.jpg.chip.jpg,2,7-14,1,0,female,white,8,utk_face
3900,data/utk_face/images/54_1_0_20170117155551876.jpg.chip.jpg,5,41-65,1,0,female,white,54,utk_face
2005,data/utk_face/images/28_1_3_20170117144207130.jpg.chip.jpg,3,15-30,1,3,female,indian,28,utk_face
508,data/utk_face/images/26_1_1_20170112204726835.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
18343,data/utk_face/images/36_0_3_20170117183126213.jpg.chip.jpg,4,31-40,0,3,male,indian,36,utk_face
3866,data/utk_face/images/12_1_0_20170109201553786.jpg.chip.jpg,2,7-14,1,0,female,white,12,utk_face
6104,data/utk_face/images/55_0_0_20170117171818853.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
5271,data/utk_face/images/73_0_0_20170111221837125.jpg.chip.jpg,6,66-116,0,0,male,white,73,utk_face
2222,data/utk_face/images/1_0_2_20161219162852759.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
19173,data/utk_face/images/30_1_2_20170116161348207.jpg.chip.jpg,3,15-30,1,2,female,asian,30,utk_face
4193,data/utk_face/images/54_1_0_20170117204606216.jpg.chip.jpg,5,41-65,1,0,female,white,54,utk_face
11566,data/utk_face/images/29_0_4_20170103235840396.jpg.chip.jpg,3,15-30,0,4,male,other,29,utk_face
12606,data/utk_face/images/26_0_3_20170117154627472.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
11061,data/utk_face/images/53_1_2_20170105174705949.jpg.chip.jpg,5,41-65,1,2,female,asian,53,utk_face
4496,data/utk_face/images/14_0_2_20170110232701995.jpg.chip.jpg,2,7-14,0,2,male,asian,14,utk_face
12056,data/utk_face/images/21_1_3_20170104223626119.jpg.chip.jpg,3,15-30,1,3,female,indian,21,utk_face
1259,data/utk_face/images/26_1_0_20170116234619701.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
3412,data/utk_face/images/28_0_0_20170116210101534.jpg.chip.jpg,3,15-30,0,0,male,white,28,utk_face
18000,data/utk_face/images/60_1_0_20170110152954671.jpg.chip.jpg,5,41-65,1,0,female,white,60,utk_face
21844,data/utk_face/images/26_0_0_20170117172810523.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
1280,data/utk_face/images/37_0_2_20170116184903745.jpg.chip.jpg,4,31-40,0,2,male,asian,37,utk_face
10447,data/utk_face/images/23_1_3_20170119164458614.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
20714,data/utk_face/images/26_0_1_20170113154809050.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
9245,data/utk_face/images/26_0_1_20170117201415686.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
11367,data/utk_face/images/24_0_1_20170113175213491.jpg.chip.jpg,3,15-30,0,1,male,black,24,utk_face
11486,data/utk_face/images/1_0_1_20170110213645409.jpg.chip.jpg,0,0-2,0,1,male,black,1,utk_face
18669,data/utk_face/images/44_0_1_20170117134941304.jpg.chip.jpg,5,41-65,0,1,male,black,44,utk_face
13392,data/utk_face/images/2_1_4_20161221195444552.jpg.chip.jpg,0,0-2,1,4,female,other,2,utk_face
22032,data/utk_face/images/36_0_0_20170104172701786.jpg.chip.jpg,4,31-40,0,0,male,white,36,utk_face
802,data/utk_face/images/56_0_0_20170111222411632.jpg.chip.jpg,5,41-65,0,0,male,white,56,utk_face
16806,data/utk_face/images/90_1_0_20170110183452817.jpg.chip.jpg,6,66-116,1,0,female,white,90,utk_face
22440,data/utk_face/images/22_1_0_20170117194001595.jpg.chip.jpg,3,15-30,1,0,female,white,22,utk_face
14583,data/utk_face/images/26_0_1_20170113135547147.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
10778,data/utk_face/images/26_0_1_20170113135322642.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
21930,data/utk_face/images/22_0_1_20170116214330918.jpg.chip.jpg,3,15-30,0,1,male,black,22,utk_face
7092,data/utk_face/images/24_0_2_20170116173527524.jpg.chip.jpg,3,15-30,0,2,male,asian,24,utk_face
10407,data/utk_face/images/63_0_0_20170120225708577.jpg.chip.jpg,5,41-65,0,0,male,white,63,utk_face
13015,data/utk_face/images/4_1_0_20161219230409176.jpg.chip.jpg,1,3-6,1,0,female,white,4,utk_face
17111,data/utk_face/images/57_0_3_20170119181114683.jpg.chip.jpg,5,41-65,0,3,male,indian,57,utk_face
1298,data/utk_face/images/79_0_0_20170111222511980.jpg.chip.jpg,6,66-116,0,0,male,white,79,utk_face
9392,data/utk_face/images/80_1_2_20170120223552933.jpg.chip.jpg,6,66-116,1,2,female,asian,80,utk_face
14121,data/utk_face/images/21_1_1_20170112193102422.jpg.chip.jpg,3,15-30,1,1,female,black,21,utk_face
21592,data/utk_face/images/32_1_0_20170117182452621.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
9586,data/utk_face/images/31_0_1_20170117130014250.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
22504,data/utk_face/images/61_0_0_20170117192036844.jpg.chip.jpg,5,41-65,0,0,male,white,61,utk_face
